,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
1083,136,90,Please indicate the required salary you are seeking for this position.,70000/year
4666,584,80,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
5103,638,90,How many years of experience do you have working with SQL?,2 to 3 years
793,100,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1862,233,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5117,640,80,Are you comfortable with statistical analysis?,Yes
2400,301,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
5059,633,95,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2570,322,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1327,166,60,Are you legally able to work in Canada?,Yes
104,14,100,Are you comfortable with statistical analysis?,Yes
1061,133,50,How many years of experience do you have working with SQL?,0 to 1 year
5019,628,80,How many years of experience do you have working with SQL?,2 to 3 years
1309,164,100,Please indicate the required salary you are seeking for this position.,70000
5145,644,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1187,149,80,Are you comfortable with statistical analysis?,Yes
533,67,60,Are you legally able to work in Canada?,Yes
417,53,100,How many years of experience do you have working with SQL?,4+ years
5420,678,90,Please indicate the required salary you are seeking for this position.,"$70,000"
3513,440,80,How many years of experience do you have working with SQL?,2 to 3 years
476,60,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2771,347,100,Are you comfortable with statistical analysis?,Yes
1651,207,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
18,3,100,How many years of experience do you have preparing statistical analysis?,4+ years
3325,416,60,Are you legally able to work in Canada?,Yes
787,99,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1587,199,80,How many years of experience do you have working with SQL?,2 to 3 years
1028,129,90,Please indicate the required salary you are seeking for this position.,75000
5914,740,100,How many years of experience do you have working with SQL?,4+ years
2805,351,100,Please indicate the required salary you are seeking for this position.,100000
2522,316,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4259,533,100,How many years of experience do you have working with SQL?,4+ years
3508,439,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1519,190,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
6244,781,80,How many years of experience do you have working with SQL?,2 to 3 years
4436,555,100,Please indicate the required salary you are seeking for this position.,80000
1240,156,90,Please indicate the required salary you are seeking for this position.,90000-95000CAD
2461,308,70,How many years of experience do you have working with SQL?,2 to 3 years
1546,194,70,Are you comfortable with statistical analysis?,Yes
5369,672,100,Are you legally able to work in Canada?,Yes
3134,392,90,Are you legally able to work in Canada?,Yes
879,110,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
367,46,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
6309,789,80,Please indicate the required salary you are seeking for this position.,65000-75000
2664,334,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
4369,547,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
6059,758,80,Are you legally able to work in Canada?,Yes
1448,182,100,How many years of experience do you have working with SQL?,4+ years
3075,385,70,Are you legally able to work in Canada?,Yes
3706,464,100,Please indicate the required salary you are seeking for this position.,"110,000"
4545,569,100,How many years of experience do you have working with SQL?,4+ years
1365,171,100,How many years of experience do you have preparing statistical analysis?,4+ years
3161,396,80,Please indicate the required salary you are seeking for this position.,95000
5868,734,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
2108,264,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
5739,718,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
4405,551,70,Are you legally able to work in Canada?,Yes
1797,225,95,How many years of experience do you have preparing statistical analysis?,4+ years
2843,356,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1390,174,65,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2750,344,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
2459,308,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
5754,720,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4025,504,70,How many years of experience do you have working with SQL?,4+ years
6103,763,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5755,720,100,Are you legally able to work in Canada?,Yes
1997,250,80,Please indicate the required salary you are seeking for this position.,85000
4114,515,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
4332,542,100,Please indicate the required salary you are seeking for this position.,90000
1026,128,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
3512,440,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2841,356,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2659,333,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
657,83,90,Are you legally able to work in Canada?,Yes
4122,516,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
6255,782,100,Are you comfortable with statistical analysis?,Yes
2172,272,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
4599,575,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
