,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
257,225,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1171,156,80,How many years of experience do you have preparing statistical analysis?,0 to 1 year
368,103,100,Are you comfortable with statistical analysis?,Yes
92,78,80,Are you legally able to work in Canada?,Yes
1190,160,100,Are you comfortable with statistical analysis?,Yes
15,132,50,Please indicate the required salary you are seeking for this position.,65000
1339,128,90,How many years of experience do you have working with SQL?,4+ years
286,157,90,Please indicate the required salary you are seeking for this position.,55000
1692,127,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
692,209,85,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
961,34,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1070,189,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
89,215,75,Are you comfortable with statistical analysis?,Yes
365,2,70,How many years of experience do you have working with SQL?,4+ years
727,148,60,Please indicate the required salary you are seeking for this position.,40000
1005,81,80,Are you comfortable with statistical analysis?,Yes
1469,46,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1702,155,90,How many years of experience do you have preparing statistical analysis?,4+ years
292,23,80,Are you legally able to work in Canada?,Yes
1694,72,100,Please indicate the required salary you are seeking for this position.,50k
993,10,80,How many years of experience do you have working with SQL?,2 to 3 years
465,58,90,Please indicate the required salary you are seeking for this position.,60000
1325,181,60,Please indicate the required salary you are seeking for this position.,$55000 - $60000
820,120,100,Are you legally able to work in Canada?,Yes
984,120,100,Please indicate the required salary you are seeking for this position.,85000
1583,116,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
774,58,90,How many years of experience do you have working with SQL?,4+ years
201,41,60,Are you legally able to work in Canada?,Yes
1391,102,100,How many years of experience do you have preparing statistical analysis?,4+ years
569,58,90,Are you legally able to work in Canada?,Yes
554,175,55,How many years of experience do you have working with SQL?,0 to 1 year
969,13,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
715,91,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1288,178,80,Please indicate the required salary you are seeking for this position.,80000
166,114,70,How many years of experience do you have working with SQL?,2 to 3 years
23,83,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
596,216,100,Please indicate the required salary you are seeking for this position.,85k
1796,113,80,Please indicate the required salary you are seeking for this position.,50000
655,114,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1554,49,90,Please indicate the required salary you are seeking for this position.,100000
598,191,80,Please indicate the required salary you are seeking for this position.,90000
1166,131,45,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
490,84,80,How many years of experience do you have working with SQL?,2 to 3 years
1746,137,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
138,81,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
188,114,70,Are you legally able to work in Canada?,Yes
90,11,100,How many years of experience do you have working with SQL?,4+ years
448,36,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
999,186,60,Are you legally able to work in Canada?,Yes
1352,149,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1582,113,80,Are you legally able to work in Canada?,Yes
474,77,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
575,176,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
229,112,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
634,81,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1176,100,70,Are you comfortable with statistical analysis?,Yes
463,217,50,Are you comfortable with statistical analysis?,Yes
35,70,85,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1136,192,80,Please indicate the required salary you are seeking for this position.,90000
431,180,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1678,133,100,Please indicate the required salary you are seeking for this position.,90000
1425,158,90,Are you legally able to work in Canada?,Yes
1127,158,90,Please indicate the required salary you are seeking for this position.,100000
730,90,90,Please indicate the required salary you are seeking for this position.,"80,000"
1027,82,70,Please indicate the required salary you are seeking for this position.,90000
1030,130,70,Are you legally able to work in Canada?,Yes
307,19,80,How many years of experience do you have working with SQL?,2 to 3 years
1360,63,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1229,86,80,Please indicate the required salary you are seeking for this position.,85000
512,31,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1649,88,70,Are you legally able to work in Canada?,Yes
1161,87,80,Are you legally able to work in Canada?,Yes
386,208,80,Are you comfortable with statistical analysis?,Yes
1125,143,100,How many years of experience do you have working with SQL?,4+ years
1393,197,90,How many years of experience do you have working with SQL?,4+ years
278,53,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
427,65,50,What is your self-determined level of expertise in Microsoft Excel?,Expert
976,217,50,What is your self-determined level of expertise in Microsoft Excel?,Expert
688,114,70,Please indicate the required salary you are seeking for this position.,"$80,000"
